"id";"image";"theme";"design";"punning";"cf";"cf_url";"memo"
"87";"no-image.png";"长春寿喜";"长春花 + 寿字 + 喜鹊";"china rose-1+longevity rock+magpie";;;"Meng 1991:102;"
"88";"no-image.png";"长春寿喜";"长春花 + 绶带鸟 + 喜鹊";"china rose-1+long-tailed bird+magpie";;;"Meng 1991:102;"
"89";"no-image.png";"长春寿喜";"长春花 + 寿字 + 喜字";"china rose-1+the Chinese character for longevity+the Chinese character for happiness";;;"Meng 1991:102;"
"90";"no-image.png";"长春寿喜";"长春花 + 绶带鸟 + 喜字";"china rose-1+long-tailed bird+the Chinese character for happiness";;;"Meng 1991:102;"
"91";"no-image.png";"长春同庆";"长春花 + 梧桐";"china rose+Chinese parasol tree";;;"-"
"92";"a5326.jpg";"长命富贵";"桃花 + 牡丹";"peach blossom+peony";"-";;"-"
"93";"a9729.jpg";"长命富贵";"桃花 + 牡丹";"peach blossom+peony";"琺瑯彩・粉彩 主編葉佩蘭 香港: 商務官印書館(香港)有限公司, 1999, p. 258, pl.229 光绪粉彩盘";;"-"
"94";"fuguichangming.JPG";"长命富贵";"桃子 + 牡丹";"longevity peach+peony";;;"-"
"95";"a9235.jpg";"长年";"鲶鱼";"a long catfish";"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 7, pl. 175 立轴 纸本 水墨设色 105.2 x 34.5cm 1953 私人藏";;"-"
"96";"a9207.jpg";"长年";"莲梗";"a tall lotus stem";"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 4, pl.83 立轴 纸本 水墨设色 93 x 32.7cm 1935 天津人民美术出版社藏";;"-"
"97";"a9609.jpg";"长年大贵";"鲶鱼 + 鳜鱼";"a long catfish+large mandarin fish";"齐白石 赵春堂、穆美华编 天津: 天津人民美术出版社, 1998, pl.112 天津人民美术出版社藏 99.1x34.2";;"carved jade snuff bottle in Geng & Zhao 1992:270; Painting by Qi Baishi, ink on paper, National Palace Musuem, Taipei;"
"98";"a9350.jpg";"长寿不老";"绶带鸟 + 松";"long-tailed bird+pine tree";"Chinese Paintings and Calligraphy, Dec.18, 1996, Sichuan Hanya, Chengdu, lot 201, 颜伯龙 1898-1954 立轴 纸本设色 1951 100x32.5cm cf. 松寿";;"hanging scroll by Ma Zhaolin (late 19th century?), plate 519, Lee Kong Chien Museum Catalogue, The National University of Singapore;"
"99";"a3835.jpg";"重重叠叠";"蚕虫 + 蚕蛾 + 蝴蝶";"silkworm+silkworm moth+butterfly";"-";;"Qing jade carving, plate 291 in Ip 1983; Glass snuff bottle Kleiner 1995:249; Painting in ink and colour on paper (fan), dated 1859, in Ellsworth 1992:39"
"101";"a7936.jpg";"传胪";"蟹 + 芦苇";"crab+reed";"故宫博物院藏明清绘画 1994/51 [徐渭1588] 故宫院刊142:8";;"一甲传胪; 主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 1, pl. 144 芦蟹 立轴 纸本 水墨 75 x 40cm ca.1911-16年 辽宁省博物馆藏; 主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 1, pl. 147 芦蟹 立轴 纸本 水墨设色 82 x 36cm ca.1910-16年 湖南省博物馆藏"
"102";"a9797.jpg";"传胪";"蟹 + 芦苇";"crab+reed";"故宫文物月刊45, 四卷九期30页 明顾绣 故宫博物院藏";;"一甲传胪; 主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 1, pl. 144 芦蟹 立轴 纸本 水墨 75 x 40cm ca.1911-16年 辽宁省博物馆藏; 主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 1, pl. 147 芦蟹 立轴 纸本 水墨设色 82 x 36cm ca.1910-16年 湖南省博物馆藏"
"103";"a9559.jpg";"传胪";"蟹 + 芦苇";"crab+reed";"Christie HK99/4/26/626";;"一甲传胪; 主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 1, pl. 144 芦蟹 立轴 纸本 水墨 75 x 40cm ca.1911-16年 辽宁省博物馆藏; 主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 1, pl. 147 芦蟹 立轴 纸本 水墨设色 82 x 36cm ca.1910-16年 湖南省博物馆藏"
"104";"a5318.jpg";"春光长寿";"长春花 + 绶带鸟";"china rose+long-tailed bird";"-";;"Liu & Wang 中国象征辞典 1991:244"
"105";"a5358.jpg";"聪明伶俐";"葱 + 菱角 + 荔枝";"spring onion+water caltrop+lychee";"-";;"Liu & Wang 1991:166"
"106";"congminglingli.jpg";"聪明伶俐";"葱 + 菱角 + 地力";"spring onion+water caltrop+water chestnut";;;"Liu & Wang 1991:166"
"107";"no-image.png";"聪明伶俐";"葱 + 菱角 + 梨";"spring onion+water caltrop+pear";;;"Liu & Wang 1991:166"
"108";"a9342.jpg";"大福";"蝙蝠";"large bat";"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 5, pl.158 立轴 纸本 水墨设色 67.5 x 33.5cm 1943 北京市文物公司";;"-"
"109";"a9214.jpg";"大富贵";"牡丹";"peony";"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 5, pl.28 册页 纸本 水墨设色 33.7 x 29.7cm ca. late 1930s 曹克家藏";;"-"
"110";"dafuguiyishoukao.jpg";"大富贵亦寿考";"牡丹 + 绶带鸟";"peony+long-tailed bird";;;"Meng 1991:111; hanging paper scroll by Yu Fei’an (1888 - 1954), ink and water colour, plate 229 in Sotheby’s Catalogue Nov. 15, 1990 Hong Kong;"
"111";"a9192.jpg";"大富贵亦寿考";"牡丹 + 太湖石";"peony+longevity rock";"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 2, pl. 269 立轴 纸本 水墨设色 162.5 x 74.5cm 1926年 广州市美术馆藏";;"Meng 1991:111; hanging paper scroll by Yu Fei’an (1888 - 1954), ink and water colour, plate 229 in Sotheby’s Catalogue Nov. 15, 1990 Hong Kong;"
"112";"a5328.jpg";"富贵寿考";"牡丹 + 太湖石";"peony+longevity rock";"-";;"Meng 1991:111; hanging paper scroll by Yu Fei’an (1888 - 1954), ink and water colour, plate 229 in Sotheby’s Catalogue Nov. 15, 1990 Hong Kong;"
"113";"a9357.jpg";"大吉";"鸡";"large cockerel";"http://cul.sohu.com/20050508/n225467726.shtml";"http://cul.sohu.com/20050508/n225467726.shtml";"-"
"114";"a4963.jpg";"新春大吉";"鸡";"large cockerel";"-";;"王树村中国年画史2002/18"
"115";"a6311.jpg";"大吉";"橘子";"large tangerine";"Between Two Cultures150;";;"-"
"116";"no-image.png";"大吉大利";"橘子 + 鲤鱼";"large tangerine+large li carp";;;"Meng 1991:115; cf. Chinese Aesthetics and Ch'i Pai-shih ill.17 太平青吉 见齐璜杂画册之四 (1938年)"
"117";"a9248.jpg";"大吉大利";"橘子 + 荔枝";"large tangerine+large lychee";"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 6, pl. 59 册页 纸本 水墨设色 17.4 x 25cm ca.mid-1940s 南京博物院藏";;"Meng 1991:115; cf. Chinese Aesthetics and Ch'i Pai-shih ill.17 太平青吉 见齐璜杂画册之四 (1938年)"
"118";"a9680.jpg";"大吉祥";"羊";"large goat";"汉代石刻 东京国立博物馆";;"-"
"119";"a9105.jpg";"大吉祥";"羊";"large goat";"冯云鹏,冯云鵷编 金石索 上海: 商务官印书馆, 1929, 第三册, p. 30 “宜侯王大吉羊” (In this rubbing of a incised design on the bottom of a Han basin, the character 羊 yang for 'goat' was written to represent the character 祥 xiang for 'auspicious omen', a proof to show that the image of large goat heads were used in the Han dynasty to represent the expression 大吉祥 da ji xiang for 'great good fortune')";;"-"
"120";"a9714.jpg";"大吉祥";"羊";"large goat";"郭味蕖 中國近代名家書畫全集;29 主編許禮平 香港: 翰墨軒出版有限公司, 1998,p.41 ‘百合’";;"-"
"121";"dalitu.jpg";"大利";"荔枝";"large lychee";"老耐(清)。嘉德四季第42期拍卖会，2015-06-28";;"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 6, pl. 89 立轴 纸本 水墨设色 88 x 31cm ca.mid-1940s 海外私人藏; 主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 6, pl. 102 立轴 纸本 水墨设色 70 x 34.5cm ca.mid-1940s 北京市文物公司"
"122";"a9215.jpg";"大年";"鲶鱼";"large catfish";"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 5, pl.35 立轴 纸本 水墨 137.4 x 32.9cm ca. late 1930s 中国美术馆藏";;"-"
"123";"a9718.jpg";"介寿";"太湖石";"longevity rock";"郭味蕖 中國近代名家書畫全集;29 主編許禮平 香港: 翰墨軒出版有限公司, 1998,p.12 ‘大寿’齐白石题 1949 128x65";;"-"
"124";"a9204.jpg";"大喜大利";"喜鹊 + 荔枝";"magpie+large lychee";"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 3, pl. 142 立轴 纸本 水墨设色 249 x 70cm 1931年 北京故宫博物院藏";;"-"
"125";"a5319.jpg";"代代寿仙";"绶带鸟 + 水仙";"long-tailed bird+narcissus";"-";;"Meng 1991:112"
"126";"a9201.jpg";"得财";"拾柴人";"one getting firewood";"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 3, pl. 3 立轴 纸本 水墨设色 96.5 x 44.5cm ca.1928年 杨永德旧藏";;"拍卖图鉴辽宁画报社96/205"
"127";"a9348.jpg";"渔翁得利";"得到 + 鲤鱼";"getting the li carp";"-";;"鲁少飞 得利图 中国美术大辞典 p. 189; cf. 渔利图"
"128";"a6255.jpg";"渔翁得利";"得到 + 鲤鱼";"getting the li carp";"-";;"鲁少飞 得利图 中国美术大辞典 p. 189; cf. 渔利图"
"129";"a7667.jpg";"渔利图";"渔夫 + 鲤鱼";"fisherman+li carp";"-";;"Agate snuff bottle ca. 1700 - 1800, plate 149 in Au Hang 1993； Qing jade, lot 79 in Hanya catalogue 12/18/96;"
"130";"a8117.jpg";"渔利图";"渔夫 + 鲤鱼";"fisherman+li carp";"-";;"Agate snuff bottle ca. 1700 - 1800, plate 149 in Au Hang 1993； Qing jade, lot 79 in Hanya catalogue 12/18/96;"
"131";"a2683.jpg";"渔利图";"渔夫 + 鲤鱼";"fisherman+li carp";"Among the two basic visual elements of the design, ‘fish’ has been omitted in this case ‘鱼’的画面元素被省略";;"Agate snuff bottle ca. 1700 - 1800, plate 149 in Au Hang 1993； Qing jade, lot 79 in Hanya catalogue 12/18/96;"
"132";"a2685.jpg";"渔利图";"渔夫 + 鲤鱼";"fisherman+li carp";"Among the two basic visual elements of the design, ‘fish’ has been omitted in this case ‘鱼’的画面元素被省略";;"Agate snuff bottle ca. 1700 - 1800, plate 149 in Au Hang 1993； Qing jade, lot 79 in Hanya catalogue 12/18/96;"
"133";"a1783.jpg";"渔利图";"渔夫 + 鲤鱼";"fisherman+li carp";"Among the two basic visual elements of the design, ‘fish’ has been omitted in this case ‘鱼’的画面元素被省略";;"Agate snuff bottle ca. 1700 - 1800, plate 149 in Au Hang 1993； Qing jade, lot 79 in Hanya catalogue 12/18/96;"
"134";"a2698.jpg";"渔翁得利";"渔夫 + 鲤鱼";"fisherman+li carp";"-";;"Qing jade, lot 79 in Hanya catalogue 12/18/96; Meng 1991:403"
"135";"a2470.jpg";"渔翁得利";"渔夫 + 鲤鱼";"fisherman+li carp";"-";;"Qing jade, lot 79 in Hanya catalogue 12/18/96; Meng 1991:403"
"138";"a9552.jpg";"得禄图";"猎 + 鹿";"hunting deer";"Cohen & Cohen 2005 catalogue";;"Snuff bottle, glass, White 1992, plate 101 & 82"
"139";"a9352.jpg";"得禄图";"猎 + 鹿";"hunting deer";"Chinese Paintings and Calligraphy, Dec.18, 1996, Sichuan Hanya, Chengdu, lot 280 张善子 1882-1940 hanging scroll 1940 245.5x122.5cm 1918 立轴 纸本设色";;"Snuff bottle, glass, White 1992, plate 101 & 82"
"140";"a9604.jpg";"耋寿";"蝴蝶 + 桃子";"butterfly-1+longevity peach";"齐白石 赵春堂、穆美华编 天津: 天津人民美术出版社, 1998, pl.103 天津人民美术出版社藏 33x36";;"-"
"141";"a6033.jpg";"耋寿";"蝴蝶 + 寿字";"butterfly-1+the Chinese character for longevity";"Guangxu fencai vase 钱振宗主编 清代瓷器赏鉴 香港：中华书局(香港)有限公司 1994， p. 268, pl.355";;"-"
"142";"fuguidieshou.jpg";"耋寿富贵";"蝴蝶 + 太湖石 + 牡丹";"butterfly-1+longevity rock+peony";"郭宗茂  ";;"hanging scroll in Lee Kong Chian Museum Collection, The National University of Singapore;"
"158";"a5282.jpg";"多福多寿";"蝙蝠 + 桃子";"bat+longevity peach";"-";;"Meng 1991:117; Yong Zheng fencai dish; Qianlong pilgrim bottle underglazed blue and red celadon ground, Orientations 1987/12;"
"159";"a5281.jpg";"多福多寿多男子";"蝙蝠 + 桃子 + 石榴";"bat+longevity peach+pomegranate";"Liu & Wang 1991:239; Yangliuqing New Year print;";;
"160";"a5195.jpg";"多福多寿多男子";"蝙蝠 + 桃子 + 石榴";"bat+longevity peach+pomegranate";"Liu & Wang 1991:239; Yangliuqing New Year print;";;
"161";"a9627.jpg";"三多";"蝙蝠 + 桃子 + 石榴";"sanduo";"故宫文物月刊 五卷十期No.58 p. 105";;"Transitional yingcai jar, in Orientations Oct. 96; meiyintangII pl.772 Christie HK99/4/26/546; Nanjing: 50 汪#8"
"162";"a9250.jpg";"三多";"佛手 + 桃子 + 石榴";"sanduo-1";"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 6, pl. 97 立轴 纸本 水墨设色 115 x 47cm ca.mid-1940s 北京市文物公司";;"Transitional yingcai jar, in Orientations Oct. 96; meiyintangII pl.772 Christie HK99/4/26/546; Nanjing: 50 汪#8"
"163";"a9630.jpg";"三多";"佛手 + 桃子 + 石榴";"sanduo-1";"Christie's Fine Chinese Ceramics, Paintings and Works of Art, London, 16 December 1996, Lot 14";;"Transitional yingcai jar, in Orientations Oct. 96; meiyintangII pl.772 Christie HK99/4/26/546; Nanjing: 50 汪#8"
"164";"sanduo-collage-1.jpg";"三多";"佛手 + 桃子 + 石榴";"sanduo-1";;;"Transitional yingcai jar, in Orientations Oct. 96; meiyintangII pl.772 Christie HK99/4/26/546; Nanjing: 50 汪#8"
"167";"a9340.jpg";"夺魁";"童子 + 争夺 + 头盔";"helmet";"Rudova, Maria (V. Sobolev trans.). Chinese Popular Prints，Leningrad: Aurora Art Publishers, 1988, pl. 61, part 34.5x56cm";;"王树村 92/25 May you come out first in civil examinations; children trying to get a helmet (kui); Meng 1991:362; Liu & Wang 1991:158; Kangxi famille-verte covered jar, plate 302 in Christie’s catalogue Jan. 1, 1990; in a painting by Su Hanchen, Song Dynasty, back cover of 故宫月刊 10 青花名瓷147S363 Christie97 HK11/5,6/911雕漆 五彩141 五子夺魁 Yeo & MartinPL137 PorcelainStories119;Qing beaker-vase in Marchant & Son 1989:68. 俞宏理编著: 《中国徽州木雕 人物集》, (北京: 文化艺术出版社 2000:65) "
"168";"a3223.jpg";"夺魁";"童子 + 争夺 + 头盔";"helmet";"-";;"王树村 92/25 May you come out first in civil examinations; children trying to get a helmet (kui); Meng 1991:362; Liu & Wang 1991:158; Kangxi famille-verte covered jar, plate 302 in Christie’s catalogue Jan. 1, 1990; in a painting by Su Hanchen, Song Dynasty, back cover of 故宫月刊 10 青花名瓷147S363 Christie97 HK11/5,6/911雕漆 五彩141 五子夺魁 Yeo & MartinPL137 PorcelainStories119;Qing beaker-vase in Marchant & Son 1989:68. 俞宏理编著: 《中国徽州木雕 人物集》, (北京: 文化艺术出版社 2000:65) "
"169";"a3085.jpg";"夺魁";"童子 + 争夺 + 头盔";"helmet";"-";;"王树村 92/25 May you come out first in civil examinations; children trying to get a helmet (kui); Meng 1991:362; Liu & Wang 1991:158; Kangxi famille-verte covered jar, plate 302 in Christie’s catalogue Jan. 1, 1990; in a painting by Su Hanchen, Song Dynasty, back cover of 故宫月刊 10 青花名瓷147S363 Christie97 HK11/5,6/911雕漆 五彩141 五子夺魁 Yeo & MartinPL137 PorcelainStories119;Qing beaker-vase in Marchant & Son 1989:68. 俞宏理编著: 《中国徽州木雕 人物集》, (北京: 文化艺术出版社 2000:65) "
"170";"a3086.jpg";"夺魁";"童子 + 争夺 + 头盔";"helmet";"-";;"王树村 92/25 May you come out first in civil examinations; children trying to get a helmet (kui); Meng 1991:362; Liu & Wang 1991:158; Kangxi famille-verte covered jar, plate 302 in Christie’s catalogue Jan. 1, 1990; in a painting by Su Hanchen, Song Dynasty, back cover of 故宫月刊 10 青花名瓷147S363 Christie97 HK11/5,6/911雕漆 五彩141 五子夺魁 Yeo & MartinPL137 PorcelainStories119;Qing beaker-vase in Marchant & Son 1989:68. 俞宏理编著: 《中国徽州木雕 人物集》, (北京: 文化艺术出版社 2000:65) "
"171";"a0945.jpg";"夺魁";"童子 + 争夺 + 头盔";"helmet";"-";;"王树村 92/25 May you come out first in civil examinations; children trying to get a helmet (kui); Meng 1991:362; Liu & Wang 1991:158; Kangxi famille-verte covered jar, plate 302 in Christie’s catalogue Jan. 1, 1990; in a painting by Su Hanchen, Song Dynasty, back cover of 故宫月刊 10 青花名瓷147S363 Christie97 HK11/5,6/911雕漆 五彩141 五子夺魁 Yeo & MartinPL137 PorcelainStories119;Qing beaker-vase in Marchant & Son 1989:68. 俞宏理编著: 《中国徽州木雕 人物集》, (北京: 文化艺术出版社 2000:65) "
"172";"a9312.jpg";"五子夺魁";"五 + 童子 + 争夺 + 头盔";"helmet";"王树村 中国吉祥图集成 石家庄: 河北人民出版社, 1992 pl.57 46x29cm 苏州";;"Meng 1991:362; Liu & Wang 1991:158; Kangxi famille-verte covered jar, plate 302 in Christie’s catalogue Jan. 1, 1990; in a painting by Su Hanchen, Song Dynasty, there is a similar scene, from the back cover of The Palace Museum Monthly No. 10"
"173";"a5238.jpg";"五子夺魁";"五 + 童子 + 争夺 + 头盔";"helmet";"-";;"Meng 1991:362; Liu & Wang 1991:158; Kangxi famille-verte covered jar, plate 302 in Christie’s catalogue Jan. 1, 1990; in a painting by Su Hanchen, Song Dynasty, there is a similar scene, from the back cover of The Palace Museum Monthly No. 10"
"174";"a9194.jpg";"多利";"荔枝";"plenty lychees";"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 2, pl. 238 立轴 纸本 水墨设色 136 x 34.5cm; 1924年底-1925年初 北京市文物公司";;"-"
"175";"a9195.jpg";"多利";"荔枝";"plenty lychees";"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 2, pl. 5 立轴 纸本 水墨设色 147 x 40cm; 1919年 中央工艺美院藏;";;"-"
"176";"a9600.jpg";"多利";"栗子";"plenty chestnuts";"齐白石 赵春堂、穆美华编 天津: 天津人民美术出版社, 1998, pl.63 徐悲鸿纪念馆藏 137x34";;"-"
"177";"a9227.jpg";"多寿多子";"石榴 + 绶带鸟";"pomegranate+long-tailed bird";"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 5, pl. 313 立轴 纸本 水墨设色 99.5 x 33.6cm; 1944年 天津人民美术出版社藏;";;"-"
"178";"a9397.jpg";"多寿多子";"石榴 + 绶带鸟";"pomegranate+long-tailed bird";"中国文物精华大全: 书画卷 国家文物局主编 香港: 商务官印书馆, 1995 p. 344 pl. 452 清 李因 石榴绶带图轴 绢本水墨 西泠官印社";;"-"
